Transactie_Datum,Product,Prijs,Betaalwijze,Naam,Plaats,Staat,Land,Account_Aangemaakt,Laatste_Login
27/1/2009 08:11,Product1,1200,Visa,Helena,Fremont,CA,United States,27/1/2009 08:05,2/2/2009 06:08
30/1/2009 17:33,Product1,1200,Visa,nina,Warwick,Queensland,Australia,25/1/2009 22:36,2/2/2009 06:13
15/1/2009 09:52,Product1,1200,Amex,Mark,Holmdel,NJ,United States,15/1/2009 08:36,2/2/2009 07:00
13/1/2009 11:54,Product1,1200,Visa,alice and rudolf,Baltimore,MD,United States,8/1/2009 11:11,2/2/2009 08:01
21/1/2009 11:00,Product1,1200,Visa,Costanza,Saggart,Dublin,Ireland,19/1/2009 10:11,2/2/2009 08:29
16/1/2009 11:49,Product1,1200,Mastercard,Yoko,Andover,MA,United States,18/2/2008 18:56,2/2/2009 08:53
1/1/2009 09:35,Product1,1200,Mastercard,Barbara,La Crescenta,CA,United States,31/12/2008 17:51,2/2/2009 10:27
13/1/2009 05:58,Product1,1200,Mastercard,Kit,Suwanee,GA,United States,5/1/2009 21:12,2/2/2009 13:13
6/1/2009 16:08,Product2,3600,Visa,cristina,Seattle,WA,United States,14/3/2005 16:39,2/2/2009 14:17
5/1/2009 10:25,Product1,1200,Amex,linda,Arlington,VA,United States,11/10/2008 03:50,2/2/2009 16:13
4/1/2009 21:08,Product1,1200,Mastercard,Christyna,Calgary,Alberta,Canada,21/1/2008 20:11,2/2/2009 18:50
12/1/2009 20:43,Product1,1200,Visa,Alicja,Kenmore,WA,United States,12/1/2009 20:31,2/2/2009 20:26
17/1/2009 03:22,Product1,1200,Visa,Rachel,Fresno,CA,United States,1/2/2008 12:45,2/2/2009 20:35
18/1/2009 11:17,Product1,1200,Amex,Rachel,Atascadero,CA,United States,11/3/2008 13:35,2/2/2009 22:49
27/1/2009 09:01,Product1,1200,Visa,Jan,Barcelona,Catalonia,Spain,29/5/2008 12:23,3/2/2009 00:59
8/1/2009 08:11,Product1,1200,Diners,Karin,High Wycombe,England,United Kingdom,8/1/2009 07:00,3/2/2009 01:54
26/1/2009 23:28,Product2,3600,Amex,ron,Tsaritsyno,Moscow City,Russia,7/12/2006 08:26,3/2/2009 02:10
10/1/2009 21:35,Product1,1200,Mastercard,Sharon,Ajax,Ontario,Canada,7/8/2008 06:17,3/2/2009 03:42
11/1/2009 06:01,Product1,1200,Mastercard,Anna,New York,NY,United States,1/1/2009 10:24,3/2/2009 04:25
19/1/2009 14:53,Product1,1200,Mastercard,Laura,Fairfield,IA,United States,12/12/2008 05:18,3/2/2009 05:40
22/1/2009 07:14,Product1,1200,Visa,Yana,North Bay,Ontario,Canada,11/10/2006 19:22,3/2/2009 06:36
15/1/2009 08:12,Product1,1200,Visa,Katherine,Marietta,GA,United States,13/1/2009 10:03,3/2/2009 07:44
7/1/2009 06:33,Product1,1200,Diners,Therese,Clontarf,Dublin,Ireland,15/6/2008 08:08,3/2/2009 07:51
12/1/2009 08:05,Product1,1200,Amex,Francoise,Danville,PA,United States,12/1/2009 06:44,3/2/2009 08:01
28/1/2009 13:03,Product2,3600,Amex,Elizabeth,Okotoks,Alberta,Canada,10/9/2008 06:53,3/2/2009 09:13
25/1/2009 08:54,Product1,1200,Amex,Corinne,Anthem,AZ,United States,26/3/2006 17:32,3/2/2009 09:50
5/1/2009 10:08,Product1,1200,Visa,Ec,Clonmel,Tipperary,Ireland,5/1/2009 07:47,3/2/2009 10:21
5/1/2009 19:29,Product1,1200,Visa,Carmen,Arlington,VA,United States,29/4/2008 16:09,3/2/2009 10:23
7/1/2009 19:06,Product2,3600,Amex,Brittany,Orlando,FL,United States,10/8/2004 03:30,3/2/2009 11:32
23/1/2009 11:33,Product1,1200,Mastercard,Sandrine,Walnut Creek,CA,United States,22/1/2009 23:31,3/2/2009 11:49
3/1/2009 21:11,Product1,1200,Mastercard,asuncion,Centennial,CO,United States,3/12/2008 13:00,3/2/2009 11:50
11/1/2009 17:28,Product1,1200,Visa,Sophie,Newtown,CT,United States,11/1/2009 11:50,3/2/2009 12:21
21/1/2009 20:18,Product1,1200,Amex,Henrietta,Vancouver,British Columbia,Canada,6/7/2007 23:53,3/2/2009 12:22
24/1/2009 10:23,Product1,1200,Visa,DD,York,England,United Kingdom,19/8/2008 12:58,3/2/2009 12:57
7/1/2009 14:55,Product1,1200,Visa,Jennifer,Drogheda,Louth,Ireland,21/9/2006 02:39,3/2/2009 13:36
29/1/2009 10:38,Product1,1200,Visa,samuel,Saddle Brook,NJ,United States,29/1/2009 09:08,3/2/2009 14:39
8/1/2009 14:04,Product1,1200,Amex,Angelina Patrick,San Diego,CA,United States,7/1/2009 17:01,3/2/2009 14:57
31/1/2009 21:50,Product1,1200,Visa,Sven,Issaquah,WA,United States,31/1/2009 21:01,3/2/2009 16:30
1/1/2009 16:00,Product1,1200,Visa,Toni,Bolton,England,United Kingdom,7/10/2008 15:19,3/2/2009 16:45
30/1/2009 13:13,Product1,1200,Visa,Patrick,Lexington,MA,United States,30/1/2009 12:44,3/2/2009 17:14
27/1/2009 16:50,Product1,1200,Visa,jason,Altadena,CA,United States,28/12/2008 14:42,3/2/2009 18:09
30/1/2009 07:42,Product1,250,Visa,Tabatha,Altadena,CA,United States,28/12/2008 14:42,3/2/2009 18:09
17/1/2009 15:48,Product2,3600,Visa,Aline,Davis,CA,United States,8/1/2005 14:03,3/2/2009 19:14
12/1/2009 11:40,Product2,3600,Visa,Debra,Toronto,Ontario,Canada,30/12/2008 06:59,3/2/2009 19:42
30/1/2009 20:27,Product1,1200,Mastercard,Natasha,Pasadena,CA,United States,30/1/2009 20:02,3/2/2009 23:39
27/1/2009 18:35,Product1,1200,Mastercard,Melinda,Buffalo Grove,IL,United States,27/1/2009 18:28,3/2/2009 23:42
16/1/2009 12:47,Product1,1200,Visa,Luc1nda,London,England,United Kingdom,12/12/2004 15:18,4/2/2009 02:13
2/1/2009 02:50,Product1,1200,Visa,Kim,Newcastle,Wicklow,Ireland,12/10/2005 06:56,4/2/2009 02:19
21/1/2009 05:39,Product1,1200,Amex,Britlyn,Norwalk,CT,United States,4/11/2008 09:51,4/2/2009 04:31
28/1/2009 01:28,Product1,1200,Diners,Adam,Besancon,Franche-Comte,France,26/1/2009 02:28,4/2/2009 05:39
8/1/2009 13:33,Product1,1200,Visa,Mimi,Monte-Carlo,,Monaco,23/9/2006 13:19,4/2/2009 06:16
22/1/2009 12:09,Product1,1200,Visa,Liann,Monaco,,Monaco,22/1/2009 11:32,4/2/2009 06:28
20/1/2009 08:23,Product1,1200,Mastercard,Sarah,Floyds Knobs,IN,United States,12/10/2005 17:17,4/2/2009 08:16
2/1/2009 07:47,Product1,1200,Diners,Naseer,London,England,United Kingdom,8/12/2008 06:45,4/2/2009 08:50
11/1/2009 04:55,Product1,1200,Amex,Caroline,Marietta,GA,United States,12/4/2006 18:20,4/2/2009 09:22
23/1/2009 07:47,Product1,1800,Amex,Karena,Marietta,GA,United States,12/4/2006 18:20,4/2/2009 09:22
21/1/2009 23:19,Product1,1200,Amex,janet,Hon,HI,United States,4/9/2008 16:51,4/2/2009 11:11
11/1/2009 04:29,Product3,7500,Visa,Hans,Knoxville,TN,United States,28/8/2008 06:20,4/2/2009 12:17
11/1/2009 04:39,Product1,1200,Visa,Sandra Thierry Zoe,Knoxville,TN,United States,28/8/2008 06:20,4/2/2009 12:17
10/1/2009 08:13,Product1,1200,Mastercard,Eleanor,Edinburgh,Scotland,United Kingdom,31/7/2008 22:34,4/2/2009 13:08
22/1/2009 12:55,Product1,1200,Visa,Anna,Paris,Ile-de-France,France,17/8/2007 04:34,4/2/2009 13:12
17/1/2009 15:00,Product1,1200,Visa,Cara,Humble,TX,United States,12/3/2007 14:55,4/2/2009 13:29
4/1/2009 14:06,Product1,1200,Visa,carolien,Mashpee,MA,United States,4/1/2009 12:21,4/2/2009 13:45
30/1/2009 17:09,Product1,1200,Mastercard,Ana,Hong Kong,,Hong Kong,28/7/2006 02:31,4/2/2009 16:26
20/1/2009 05:01,Product1,1200,Visa,Patrick,Birmingham,MI,United States,18/1/2009 17:36,4/2/2009 16:45
26/1/2009 14:37,Product1,1200,Visa,Heidi,St Augustine,FL,United States,19/12/2007 12:00,4/2/2009 16:55
29/1/2009 13:27,Product1,1200,Visa,Tom,Salt Lake City,UT,United States,28/1/2009 14:47,4/2/2009 20:07
12/1/2009 10:33,Product1,1200,Amex,Justine,Seattle,WA,United States,7/1/2009 16:45,4/2/2009 20:57
5/1/2009 08:28,Product1,1200,Visa,isabel,Ruti,Zurich,Switzerland,5/1/2009 05:08,4/2/2009 22:59
25/1/2009 16:11,Product3,7500,Visa,scott,Rogers,AR,United States,25/1/2009 15:55,5/2/2009 00:20
25/1/2009 20:44,Product1,1200,Visa,Fatima,Rogers,AR,United States,25/1/2009 15:55,5/2/2009 00:20
26/1/2009 11:36,Product1,1200,Visa,Judy,Dun Laoghaire,Dublin,Ireland,26/1/2009 07:28,5/2/2009 02:38
27/1/2009 02:32,Product1,1200,Visa,Glenn,Perth,Scotland,United Kingdom,27/6/2006 09:12,5/2/2009 03:15
18/1/2009 13:36,Product1,1200,Amex,Family in,London,England,United Kingdom,23/4/2005 09:46,5/2/2009 03:17
7/1/2009 05:53,Product1,1200,Visa,Lauren,Gries,Rhineland-Palatinate,Germany,7/1/2009 02:49,5/2/2009 03:41
25/1/2009 01:53,Product3,7500,Visa,Michael,Pietermaritzburg,KwaZulu-Natal,South Africa,24/1/2009 12:52,5/2/2009 04:37
18/1/2009 11:42,Product1,1200,Visa,Jodi,Sutton Valence,England,United Kingdom,17/11/2008 10:30,5/2/2009 06:21
13/1/2009 01:46,Product1,1200,Mastercard,simone,Lyngby,Kobenhavn,Denmark,30/10/2007 12:03,5/2/2009 08:52
2/1/2009 15:57,Product1,1200,Diners,Sonja,Alpine,NJ,United States,2/1/2009 15:25,5/2/2009 10:18
25/1/2009 08:50,Product1,1200,Mastercard,Shane,Zurich,Zurich,Switzerland,24/1/2009 12:23,5/2/2009 11:07
14/1/2009 08:16,Product2,3600,Amex,Ruth,Saskatoon,Saskatchewan,Canada,9/8/2008 12:51,5/2/2009 11:24
27/1/2009 11:21,Product1,1200,Mastercard,Cleo,Pacific Palisades,CA,United States,27/1/2009 10:38,5/2/2009 12:38
8/1/2009 10:13,Product1,1200,Diners,Benoit,Fort Saint James,British Columbia,Canada,7/1/2009 16:01,5/2/2009 14:03
5/1/2009 07:47,Product1,1200,Amex,Claire,Versoix,Geneve,Switzerland,18/4/2007 12:55,5/2/2009 15:15
22/1/2009 09:00,Product1,1200,Visa,Claire,Trumansburg,NY,United States,6/7/2008 14:33,5/2/2009 16:33
25/1/2009 12:59,Product1,1200,Visa,Lindsey,Kennett Square,PA,United States,13/1/2009 20:08,5/2/2009 18:40
10/1/2009 19:28,Product2,3600,Visa,Nicola,San Jose,CA,United States,5/8/2005 00:29,5/2/2009 21:10
8/1/2009 19:29,Product2,3600,Mastercard,PATRICK,Ban Khlong Sip,Krung Thep,Thailand,8/1/2009 00:01,5/2/2009 21:22
8/1/2009 12:04,Product1,1200,Visa,jennifer,Morro Bay,CA,United States,1/12/2003 19:13,5/2/2009 22:11
4/1/2009 16:59,Product1,1200,Visa,Amy,Parramatta,New South Wales,Australia,3/1/2009 22:35,5/2/2009 22:44
30/1/2009 11:56,Product1,1200,Mastercard,Whitney,Dumbleton,England,United Kingdom,31/7/2008 13:46,6/2/2009 00:04
6/1/2009 05:10,Product1,1200,Visa,Astrid,Altlengbach,Lower Austria,Austria,24/6/2008 00:49,6/2/2009 00:37
14/1/2009 03:39,Product1,1200,Visa,jo,Ballincollig,Cork,Ireland,10/12/2008 07:41,6/2/2009 02:36
14/1/2009 03:47,Product1,1200,Visa,Michelle,Ballincollig,Cork,Ireland,10/12/2008 07:41,6/2/2009 02:36
19/1/2009 03:19,Product1,1200,Mastercard,TG,Zagore,Stara Zagora,Bulgaria,20/11/2008 03:00,6/2/2009 04:19
7/1/2009 01:42,Product1,1200,Mastercard,Emily,Vecmilgravis,Riga,Latvia,4/1/2009 10:33,6/2/2009 04:20
7/1/2009 13:01,Product2,3600,Visa,Niki,Trelex,Vaud,Switzerland,5/8/2007 00:43,6/2/2009 05:02
27/1/2009 02:35,Product1,1200,Visa,Sarah,Ornex,Rhone-Alpes,France,28/8/2008 06:28,6/2/2009 05:09
3/1/2009 14:14,Product1,1200,Visa,sherry,Las Vegas,NV,United States,3/1/2009 13:49,6/2/2009 05:29
22/1/2009 12:37,Product2,3600,Amex,Laura,San Anselmo,CA,United States,22/1/2009 10:17,6/2/2009 06:38
29/1/2009 06:49,Product1,1200,Mastercard,Carmela,Hannover,Lower Saxony,Germany,2/4/2008 02:39,6/2/2009 06:52
6/1/2009 09:45,Product1,1200,Diners,Matt,N Woodmere,NY,United States,30/12/2008 13:01,6/2/2009 07:33
12/1/2009 11:16,Product1,1200,Visa,Karen,Madrid,Madrid,Spain,17/7/2007 06:08,6/2/2009 10:42
13/1/2009 13:49,Product1,1200,Visa,Joanne,Castlebar,Mayo,Ireland,6/1/2008 14:03,6/2/2009 12:35
12/1/2009 07:23,Product1,1200,Visa,Stephanie,Fairfax,CA,United States,11/1/2009 14:42,6/2/2009 16:13
30/1/2009 04:48,Product1,1200,Visa,Hurst,Chandler,AZ,United States,18/6/2008 14:29,6/2/2009 17:21
22/1/2009 16:29,Product1,1200,Visa,Liza,Dammeron Valley,UT,United States,17/1/2009 15:18,6/2/2009 18:14
27/1/2009 06:26,Product1,1200,Mastercard,Michele,Buffalo,NY,United States,25/1/2009 11:56,6/2/2009 18:24
15/1/2009 10:16,Product3,7500,Visa,Karin,Olive Branch,MS,United States,12/1/2009 17:41,6/2/2009 18:48
19/1/2009 18:54,Product1,1200,Amex,cath,Warwick,NY,United States,19/1/2009 11:34,6/2/2009 19:27
2/1/2009 22:44,Product2,3600,Visa,eva,Gisborne,Victoria,Australia,3/12/2006 15:36,6/2/2009 20:03
1/1/2009 18:32,Product1,1200,Amex,Andrea,San Mateo,CA,United States,31/12/2008 17:09,6/2/2009 21:59
14/1/2009 01:28,Product1,1200,Mastercard,Sabine,Milton Keynes,England,United Kingdom,24/6/2006 15:10,7/2/2009 00:26
20/1/2009 08:08,Product1,1200,Mastercard,Aideen and Jonathan,Kecskemet,Bacs-Kiskun,Hungary,19/1/2009 05:49,7/2/2009 01:12
29/1/2009 02:48,Product1,1200,Visa,George,Nakskov,Storstrom,Denmark,29/1/2009 02:19,7/2/2009 02:09
24/1/2009 18:02,Product1,1200,Visa,Helen,Aloma,FL,United States,29/11/2005 17:33,7/2/2009 06:03
7/1/2009 08:26,Product1,1200,Diners,C,Chandler,AZ,United States,6/1/2009 16:23,7/2/2009 06:05
24/1/2009 03:36,Product1,1200,Visa,chris,Kjobenhavn,Staden Kobenhavn,Denmark,20/1/2009 13:11,7/2/2009 06:52
5/1/2009 15:23,Product1,1200,Visa,maggie,Stockton,England,United Kingdom,12/6/2008 10:59,7/2/2009 11:08
25/1/2009 16:17,Product1,1200,Amex,Mareike,Cumming,GA,United States,24/1/2009 18:06,7/2/2009 11:28
15/1/2009 10:37,Product1,1200,Visa,lamia,Little Compton,RI,United States,28/6/2008 11:04,7/2/2009 12:00
20/1/2009 15:28,Product1,1200,Visa,Madhu,Centennial,CO,United States,2/12/2006 23:24,7/2/2009 15:18
28/1/2009 18:00,Product1,"13,000",Visa,sandhya,Centennial,CO,United States,2/12/2006 23:24,7/2/2009 15:18
29/1/2009 05:06,Product1,1200,Amex,Kimberly,Herndon,VA,United States,23/1/2008 10:05,7/2/2009 15:23
6/1/2009 18:53,Product1,1200,Visa,Tania,Vista,CA,United States,5/1/2009 22:37,7/2/2009 15:48
21/1/2009 06:55,Product1,1200,Visa,andrea,Oostburg,WI,United States,20/1/2009 13:33,7/2/2009 16:48
26/1/2009 20:18,Product1,1200,Mastercard,John,Griffith,New South Wales,Australia,15/1/2007 20:37,7/2/2009 18:04
25/1/2009 17:58,Product2,3600,Visa,carol,Ann Arbor,MI,United States,5/7/2008 09:20,7/2/2009 18:51
9/1/2009 14:37,Product1,1200,Visa,Nona,South Jordan,UT,United States,8/1/2009 15:14,7/2/2009 19:11
25/1/2009 02:46,Product2,3600,Visa,Family,Dubai,Dubayy,United Arab Emirates,8/1/2009 01:19,8/2/2009 02:06
17/1/2009 20:46,Product2,3600,Visa,Michelle,Dubai,Dubayy,United Arab Emirates,13/4/2008 02:36,8/2/2009 02:12
24/1/2009 07:18,Product2,3600,Visa,Kathryn,Kirriemuir,Scotland,United Kingdom,23/1/2009 10:31,8/2/2009 02:52
11/1/2009 07:09,Product1,1200,Visa,Oswald,Tramore,Waterford,Ireland,13/10/2008 16:43,8/2/2009 03:02
8/1/2009 04:15,Product1,1200,Visa,Elyssa,Gdansk,Pomorskie,Poland,7/1/2009 15:00,8/2/2009 03:50
22/1/2009 10:47,Product1,1200,Visa,michelle,Arklow,Wicklow,Ireland,18/11/2008 01:32,8/2/2009 05:07
26/1/2009 20:47,Product1,1200,Mastercard,Alicia,Lincoln,NE,United States,24/6/2008 08:05,8/2/2009 07:29
12/1/2009 12:22,Product1,1200,Mastercard,JP,Tierp,Uppsala,Sweden,6/1/2009 11:34,8/2/2009 11:15
26/1/2009 01:44,Product2,3600,Visa,Geraldine,Brussels,Brussels (Bruxelles),Belgium,31/1/2008 13:28,8/2/2009 14:39
18/1/2009 12:57,Product1,1200,Mastercard,sandra,Burr Oak,IA,United States,24/1/2008 16:11,8/2/2009 15:30
24/1/2009 21:26,Product1,1200,Visa,Olivia,Wheaton,IL,United States,8/5/2008 16:02,8/2/2009 16:00
26/1/2009 12:26,Product2,3600,Mastercard,Tom,Killeen,TX,United States,26/1/2009 05:23,8/2/2009 17:33
5/1/2009 07:37,Product1,1200,Visa,Annette,Manhattan,NY,United States,26/9/2008 04:29,8/2/2009 18:42
14/1/2009 12:33,Product1,1200,Visa,SUSAN,Oxford,England,United Kingdom,11/9/2008 23:23,8/2/2009 23:00
14/1/2009 00:15,Product2,3600,Visa,Michael,Paris,Ile-de-France,France,28/11/2008 00:07,9/2/2009 01:30
1/1/2009 12:42,Product1,1200,Visa,ashton,Exeter,England,United Kingdom,15/12/2008 01:16,9/2/2009 02:52
6/1/2009 06:07,Product1,1200,Visa,Scott,Rungsted,Frederiksborg,Denmark,27/12/2008 14:29,9/2/2009 04:20
15/1/2009 05:11,Product2,3600,Visa,Pam,London,England,United Kingdom,11/7/2006 12:43,9/2/2009 04:42
17/1/2009 04:03,Product1,1200,Visa,Lisa,Borja,Bohol,Philippines,17/1/2009 02:45,9/2/2009 06:09
19/1/2009 10:13,Product2,3600,Mastercard,Pavel,London,England,United Kingdom,28/2/2006 05:35,9/2/2009 06:57
18/1/2009 09:42,Product1,1200,Visa,Richard,Jamestown,RI,United States,18/1/2009 09:22,9/2/2009 08:30
9/1/2009 11:14,Product1,1200,Visa,Jasinta Jeanne,Owings Mills,MD,United States,9/1/2009 10:43,9/2/2009 09:17
10/1/2009 13:42,Product1,1200,Visa,Rachel,Hamilton,Ontario,Canada,10/1/2009 12:22,9/2/2009 09:54
7/1/2009 07:28,Product1,1200,Amex,Cherish,Anchorage,AK,United States,28/7/2008 07:31,9/2/2009 10:50
18/1/2009 06:46,Product1,1200,Visa,Shona,Mornington,Meath,Ireland,15/1/2009 09:13,9/2/2009 11:55
30/1/2009 12:18,Product1,1200,Mastercard,Abikay,Fullerton,CA,United States,26/1/2009 13:34,9/2/2009 12:53
6/1/2009 05:42,Product1,1200,Amex,Abikay,Atlanta,GA,United States,27/10/2008 14:16,9/2/2009 13:50
2/1/2009 10:58,Product2,3600,Visa,Kendra,Toronto,Ontario,Canada,2/1/2009 10:38,9/2/2009 13:56
8/1/2009 03:29,Product1,1200,Visa,amanda,Liverpool,England,United Kingdom,22/12/2008 01:41,9/2/2009 14:06
12/1/2009 13:23,Product2,3600,Amex,Leila,Ponte San Nicolo,Veneto,Italy,13/9/2005 08:42,9/2/2009 14:09
19/1/2009 09:34,Product1,1200,Amex,amanda,Las Vegas,NV,United States,10/5/2008 08:56,9/2/2009 16:44
9/1/2009 07:49,Product1,1200,Visa,Stacy,Rochester Hills,MI,United States,28/7/2008 07:18,9/2/2009 17:41
15/1/2009 05:27,Product2,3600,Visa,Derrick,North Bay,Ontario,Canada,6/1/2009 17:42,9/2/2009 18:22
8/1/2009 23:40,Product1,1200,Visa,Jacob,Lindfield,New South Wales,Australia,8/1/2009 17:52,9/2/2009 18:31
27/1/2009 11:02,Product1,1200,Mastercard,DOREEN,Madrid,Madrid,Spain,24/1/2009 08:21,9/2/2009 18:42
14/1/2009 13:23,Product1,1200,Diners,eugenia,Wisconsin Rapids,WI,United States,15/11/2008 13:57,9/2/2009 18:44
7/1/2009 20:01,Product1,1200,Visa,Karen,Austin,TX,United States,6/1/2009 19:16,9/2/2009 19:56
20/1/2009 12:32,Product1,1200,Visa,Bea,Chicago,IL,United States,16/1/2009 19:08,9/2/2009 20:42
6/1/2009 14:35,Product1,1200,Diners,Hilde Karin,Las Vegas,NV,United States,17/12/2008 11:59,9/2/2009 22:59
4/1/2009 06:51,Product1,1200,Visa,Rima,Mullingar,Westmeath,Ireland,3/1/2009 12:34,10/2/2009 00:59
24/1/2009 18:30,Product1,1200,Visa,Ruangrote,Melbourne,Victoria,Australia,17/7/2008 05:19,10/2/2009 02:12
25/1/2009 05:57,Product1,1200,Amex,pamela,Ayacucho,Buenos Aires,Argentina,24/1/2009 09:29,10/2/2009 06:38
5/1/2009 10:02,Product2,3600,Visa,Emillie,Eagan,MN,United States,5/1/2009 09:03,10/2/2009 07:29
13/1/2009 09:14,Product1,1200,Visa,sangeeta,Vossevangen,Hordaland,Norway,9/1/2009 09:31,10/2/2009 09:04
22/1/2009 07:35,Product1,1200,Visa,Anja,Ferney-Voltaire,Rhone-Alpes,France,22/1/2009 06:51,10/2/2009 09:18
2/1/2009 11:06,Product1,1200,Mastercard,Andrew,Sevilla,Andalucia,Spain,12/3/2006 15:02,10/2/2009 10:04
11/1/2009 09:50,Product1,1200,Visa,Bato,Munchengosserstadt,Thuringia,Germany,7/1/2009 11:45,10/2/2009 10:28
21/1/2009 20:44,Product1,1200,Mastercard,Ailsa,Lindenhurst,NY,United States,21/1/2009 07:47,10/2/2009 10:51
5/1/2009 09:09,Product1,1200,Visa,Sophie,Bloomfield,MI,United States,23/10/2006 06:52,10/2/2009 10:58
5/1/2009 12:41,Product1,1200,Visa,Katrin,Calgary,Alberta,Canada,3/12/2008 14:49,10/2/2009 11:45
28/1/2009 12:54,Product2,3600,Mastercard,Kelly,Vancouver,British Columbia,Canada,27/1/2009 21:04,10/2/2009 12:09
21/1/2009 04:46,Product1,1200,Visa,Tomasz,Klampenborg,Kobenhavn,Denmark,10/6/2008 11:25,10/2/2009 12:22
7/1/2009 13:28,Product1,1200,Visa,Elizabeth,Calne,England,United Kingdom,4/1/2009 13:07,10/2/2009 12:39
27/1/2009 11:18,Product2,3600,Amex,Michael,Los Angeles,CA,United States,23/1/2009 11:47,10/2/2009 13:09
7/1/2009 12:39,Product2,3600,Visa,Natasha,Milano,Lombardy,Italy,2/6/2006 13:01,10/2/2009 13:19
24/1/2009 13:54,Product2,3600,Mastercard,Meredith,Kloten,Zurich,Switzerland,24/1/2009 12:30,10/2/2009 13:47
30/1/2009 06:48,Product1,1200,Mastercard,Nicole,Fayetteville,NC,United States,30/1/2009 04:51,10/2/2009 14:41
22/1/2009 18:07,Product1,1200,Visa,Ryan,Simpsonville,SC,United States,6/1/2009 16:59,10/2/2009 15:30
29/1/2009 15:03,Product1,1200,Visa,Mary,Auckland,Auckland,New Zealand,9/2/2006 11:14,10/2/2009 16:31
2/1/2009 14:14,Product1,1200,Diners,Aaron,Reading,England,United Kingdom,16/11/2008 15:49,10/2/2009 16:38
19/1/2009 11:05,Product1,1200,Visa,Bertrand,North Caldwell,NJ,United States,3/10/2008 05:55,10/2/2009 18:16
28/1/2009 16:17,Product1,1200,Mastercard,Zoe,Coventry,England,United Kingdom,28/1/2009 15:59,10/2/2009 19:55
8/1/2009 12:46,Product1,1200,Mastercard,Trine Marie,Orillia,Ontario,Canada,16/12/2008 22:57,10/2/2009 22:11
29/1/2009 16:07,Product1,1200,Diners,Kim,Paris,Ile-de-France,France,29/1/2009 15:45,10/2/2009 22:24
29/1/2009 13:41,Product1,1200,Visa,John,San Jose,CA,United States,14/1/2004 21:59,10/2/2009 23:58
8/1/2009 06:29,Product1,1200,Visa,Rich,Ingelheim-Mitte,Rhineland-Palatinate,Germany,24/3/2006 06:21,10/2/2009 23:59
4/1/2009 12:53,Product1,1200,Diners,Kayla,Leamington Spa,England,United Kingdom,11/12/2008 07:35,11/2/2009 00:04
14/1/2009 12:55,Product1,1200,Visa,Richard and Comfort,Regensdorf,Zurich,Switzerland,11/1/2009 10:36,11/2/2009 01:58
14/1/2009 06:35,Product1,1200,Visa,Eric,Melbourne,Victoria,Australia,25/7/2008 07:02,11/2/2009 02:05
27/1/2009 13:08,Product1,1200,Mastercard,Melissa,Geneve,Geneve,Switzerland,9/5/2008 08:50,11/2/2009 02:19
31/1/2009 23:09,Product1,1200,Diners,Dawn,Vaucluse,New South Wales,Australia,13/9/2004 22:55,11/2/2009 03:09
21/1/2009 14:34,Product1,1200,Mastercard,Tamara,Klosterneuburg,Lower Austria,Austria,21/1/2009 14:12,11/2/2009 03:19
16/1/2009 08:28,Product1,1200,Visa,Ashley,Rancho Cordova,CA,United States,9/1/2009 12:13,11/2/2009 08:34
11/1/2009 09:55,Product1,1200,Visa,familly,Creemore,Ontario,Canada,10/1/2009 07:14,11/2/2009 08:45
8/1/2009 02:46,Product1,1200,Mastercard,Ken,Sidcup,England,United Kingdom,26/11/2007 16:44,11/2/2009 11:00
26/1/2009 07:11,Product1,1200,Visa,Tori,Minneapolis,MN,United States,22/11/2008 21:06,11/2/2009 11:35
31/1/2009 05:39,Product2,3600,Mastercard,Hanne,Phoenix,MD,United States,5/10/2004 04:37,11/2/2009 11:45
9/1/2009 08:35,Product1,1200,Amex,Precious,Edmonton,Alberta,Canada,8/1/2009 14:14,11/2/2009 14:26
24/1/2009 03:25,Product1,1200,Visa,Michelle,Lyndoch,South Australia,Australia,26/9/2008 19:23,11/2/2009 15:05
26/1/2009 08:45,Product1,1200,Visa,Paula,Larchmont,NY,United States,15/2/2006 17:21,11/2/2009 17:12
23/1/2009 10:45,Product1,1200,Visa,Stephanie,Saint Charles,IL,United States,23/1/2009 08:46,11/2/2009 17:57
28/1/2009 08:50,Product1,1200,Visa,kemp,Brentwood,TN,United States,28/1/2009 08:42,11/2/2009 18:41
15/1/2009 19:10,Product2,3600,Diners,Therese,Pensacola,FL,United States,29/12/2005 21:33,11/2/2009 18:53
9/1/2009 20:25,Product1,1200,Diners,Mona,Kelowna,British Columbia,Canada,9/1/2009 14:20,11/2/2009 20:19
15/1/2009 21:53,Product1,1200,Visa,Caroline,Toronto,Ontario,Canada,1/1/2009 18:01,11/2/2009 21:01
12/1/2009 00:17,Product1,1200,Mastercard,Andrea,Brondby Strand,Kobenhavn,Denmark,7/1/2009 23:40,11/2/2009 22:23
25/1/2009 10:32,Product1,1200,Mastercard,Pilar,Florence,Tuscany,Italy,23/1/2009 04:46,12/2/2009 02:22
12/1/2009 23:35,Product1,1200,Visa,Lisa,Perth,Western Australia,Australia,8/5/2006 23:41,12/2/2009 03:46
11/1/2009 06:09,Product1,1200,Amex,A,Saint Petersburg,FL,United States,8/11/2008 04:07,12/2/2009 04:41
3/1/2009 13:35,Product1,1200,Mastercard,Yvette,Aubonne,Vaud,Switzerland,15/8/2008 04:02,12/2/2009 05:17
